Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths
2020/12/17 06:00:00+00,Prairie Mountain Health,32,1430,156,1245,29
2020/12/17 06:00:00+00,Southern Health-Santé Sud,47,3965,463,3399,103
2020/12/17 06:00:00+00,Winnipeg,134,13686,3274,10013,399
2020/12/18 06:00:00+00,All,240,22642,4877,17190,575
2020/12/18 06:00:00+00,Interlake-Eastern,30,1609,292,1291,26
2020/12/18 06:00:00+00,Northern,51,1793,680,1098,15
2020/12/18 06:00:00+00,Prairie Mountain Health,16,1446,151,1266,29
2020/12/18 06:00:00+00,Southern Health-Santé Sud,33,3998,464,3431,103
2020/12/18 06:00:00+00,Winnipeg,110,13796,3290,10104,402
2020/12/19 06:00:00+00,All,223,22865,4942,17337,586
2020/12/19 06:00:00+00,Interlake-Eastern,16,1625,295,1304,26
2020/12/19 06:00:00+00,Northern,25,1818,692,1111,15
2020/12/19 06:00:00+00,Prairie Mountain Health,14,1460,147,1282,31
2020/12/19 06:00:00+00,Southern Health-Santé Sud,37,4035,480,3451,104
2020/12/19 06:00:00+00,Winnipeg,131,13927,3328,10189,410
2020/12/20 06:00:00+00,All,168,23033,4974,17468,591
2020/12/20 06:00:00+00,Interlake-Eastern,9,1634,295,1313,26
2020/12/20 06:00:00+00,Northern,23,1841,699,1127,15
2020/12/20 06:00:00+00,Prairie Mountain Health,6,1466,139,1296,31
2020/12/20 06:00:00+00,Southern Health-Santé Sud,42,4077,506,3466,105
2020/12/20 06:00:00+00,Winnipeg,88,14015,3335,10266,414
2020/12/21 06:00:00+00,All,153,23186,3627,18952,607
2020/12/21 06:00:00+00,Interlake-Eastern,9,1643,255,1360,28
2020/12/21 06:00:00+00,Northern,24,1865,694,1156,15
2020/12/21 06:00:00+00,Prairie Mountain Health,12,1478,111,1335,32
2020/12/21 06:00:00+00,Southern Health-Santé Sud,17,4094,413,3573,108
2020/12/21 06:00:00+00,Winnipeg,91,14106,2154,11528,424
2020/12/22 06:00:00+00,All,202,23388,3654,19116,618
2020/12/22 06:00:00+00,Interlake-Eastern,13,1656,256,1371,29
2020/12/22 06:00:00+00,Northern,30,1895,697,1182,16
2020/12/22 06:00:00+00,Prairie Mountain Health,13,1491,102,1357,32
2020/12/22 06:00:00+00,Southern Health-Santé Sud,24,4118,412,3597,109
2020/12/22 06:00:00+00,Winnipeg,122,14228,2187,11609,432
2020/12/23 06:00:00+00,All,241,23629,3727,19270,632
2020/12/23 06:00:00+00,Interlake-Eastern,45,1701,286,1386,29
2020/12/23 06:00:00+00,Northern,41,1936,722,1196,18
2020/12/23 06:00:00+00,Prairie Mountain Health,3,1494,86,1376,32
2020/12/23 06:00:00+00,Southern Health-Santé Sud,39,4157,412,3634,111
2020/12/23 06:00:00+00,Winnipeg,113,14341,2221,11678,442
2020/12/24 06:00:00+00,All,176,23805,3711,19450,644
2020/12/24 06:00:00+00,Interlake-Eastern,21,1722,265,1427,30
2020/12/24 06:00:00+00,Northern,26,1962,729,1215,18
2020/12/24 06:00:00+00,Prairie Mountain Health,7,1501,88,1381,32
2020/12/24 06:00:00+00,Southern Health-Santé Sud,17,4174,410,3652,112
2020/12/24 06:00:00+00,Winnipeg,105,14446,2219,11775,452
2020/12/25 06:00:00+00,All,198,24003,3750,19604,649
2020/12/25 06:00:00+00,Interlake-Eastern,62,1784,312,1442,30
2020/12/25 06:00:00+00,Northern,24,1986,735,1232,19
2020/12/25 06:00:00+00,Prairie Mountain Health,7,1508,89,1387,32
2020/12/25 06:00:00+00,Southern Health-Santé Sud,27,4201,411,3676,114
2020/12/25 06:00:00+00,Winnipeg,78,14524,2203,11867,454
2020/12/26 06:00:00+00,All,146,24149,3747,19741,661
2020/12/26 06:00:00+00,Interlake-Eastern,20,1804,318,1455,31
2020/12/26 06:00:00+00,Northern,50,2036,769,1247,20
2020/12/26 06:00:00+00,Prairie Mountain Health,10,1518,83,1403,32
2020/12/26 06:00:00+00,Southern Health-Santé Sud,15,4216,403,3699,114
2020/12/26 06:00:00+00,Winnipeg,51,14575,2174,11937,464
2020/12/27 06:00:00+00,All,116,24265,3714,19885,666
2020/12/27 06:00:00+00,Interlake-Eastern,10,1814,323,1460,31
2020/12/27 06:00:00+00,Northern,19,2055,764,1271,20
2020/12/27 06:00:00+00,Prairie Mountain Health,12,1530,81,1416,33
2020/12/27 06:00:00+00,Southern Health-Santé Sud,24,4240,406,3720,114
2020/12/27 06:00:00+00,Winnipeg,51,14626,2140,12018,468
2020/12/28 06:00:00+00,All,124,24389,3687,20031,671
2020/12/28 06:00:00+00,Interlake-Eastern,6,1820,321,1468,31
2020/12/28 06:00:00+00,Northern,1,2056,751,1285,20
2020/12/28 06:00:00+00,Prairie Mountain Health,6,1536,75,1427,34
2020/12/28 06:00:00+00,Southern Health-Santé Sud,21,4261,400,3746,115
2020/12/28 06:00:00+00,Winnipeg,90,14716,2140,12105,471
2020/12/29 06:00:00+00,All,125,24514,3720,20119,675
2020/12/29 06:00:00+00,Interlake-Eastern,11,1831,324,1476,31
2020/12/29 06:00:00+00,Northern,8,2064,747,1296,21
2020/12/29 06:00:00+00,Prairie Mountain Health,7,1543,75,1433,35
2020/12/29 06:00:00+00,Southern Health-Santé Sud,9,4270,394,3760,116
2020/12/29 06:00:00+00,Winnipeg,90,14806,2180,12154,472
2020/12/30 06:00:00+00,All,185,24699,3790,20231,678
2020/12/30 06:00:00+00,Interlake-Eastern,17,1848,328,1489,31
2020/12/30 06:00:00+00,Northern,38,2102,772,1309,21
2020/12/30 06:00:00+00,Prairie Mountain Health,7,1550,77,1438,35
2020/12/30 06:00:00+00,Southern Health-Santé Sud,30,4300,402,3782,116
2020/12/30 06:00:00+00,Winnipeg,93,14899,2211,12213,475
2020/12/31 06:00:00+00,All,154,24853,3811,20358,684
2020/12/31 06:00:00+00,Interlake-Eastern,7,1855,326,1498,31
2020/12/31 06:00:00+00,Northern,21,2123,777,1325,21
2020/12/31 06:00:00+00,Prairie Mountain Health,4,1554,74,1445,35
2020/12/31 06:00:00+00,Southern Health-Santé Sud,17,4317,393,3808,116
2020/12/31 06:00:00+00,Winnipeg,105,15004,2241,12282,481
"2021-03-10, 12:00 a.m.",All,82,32509,1204,30394,911
"2021-03-10, 12:00 a.m.",Interlake-Eastern,0,2441,141,2264,36
"2021-03-10, 12:00 a.m.",Northern,49,5235,702,4498,35
"2021-03-10, 12:00 a.m.",Prairie Mountain Health,2,2083,23,2007,53
"2021-03-10, 12:00 a.m.",Southern Health-Santé Sud,7,4824,41,4641,142
"2021-03-10, 12:00 a.m.",Winnipeg,24,17926,297,16984,645
2021/01/01 06:00:00+00,All,180,25033,3837,20504,692
2021/01/01 06:00:00+00,Interlake-Eastern,8,1863,299,1532,32
2021/01/01 06:00:00+00,Northern,30,2153,789,1342,22
2021/01/01 06:00:00+00,Prairie Mountain Health,9,1563,78,1450,35
2021/01/01 06:00:00+00,Southern Health-Santé Sud,17,4334,392,3824,118
2021/01/01 06:00:00+00,Winnipeg,116,15120,2279,12356,485
2021/01/02 06:00:00+00,All,94,25127,3755,20677,695
2021/01/02 06:00:00+00,Interlake-Eastern,3,1866,232,1602,32
2021/01/02 06:00:00+00,Northern,11,2164,785,1357,22
2021/01/02 06:00:00+00,Prairie Mountain Health,8,1571,80,1456,35
2021/01/02 06:00:00+00,Southern Health-Santé Sud,14,4348,396,3834,118
2021/01/02 06:00:00+00,Winnipeg,58,15178,2262,12428,488
2021/01/03 06:00:00+00,All,122,25249,3762,20787,700
2021/01/03 06:00:00+00,Interlake-Eastern,7,1873,236,1605,32
2021/01/03 06:00:00+00,Northern,3,2167,770,1375,22
2021/01/03 06:00:00+00,Prairie Mountain Health,7,1578,79,1463,36
2021/01/03 06:00:00+00,Southern Health-Santé Sud,16,4364,404,3842,118
2021/01/03 06:00:00+00,Winnipeg,89,15267,2273,12502,492
2021/01/04 06:00:00+00,All,131,25380,3783,20888,709
2021/01/04 06:00:00+00,Interlake-Eastern,20,1893,243,1618,32
2021/01/04 06:00:00+00,Northern,17,2184,775,1386,23
2021/01/04 06:00:00+00,Prairie Mountain Health,9,1587,86,1465,36
2021/01/04 06:00:00+00,Southern Health-Santé Sud,11,4375,396,3860,119
2021/01/04 06:00:00+00,Winnipeg,74,15341,2283,12559,499
2021/01/05 06:00:00+00,All,185,25565,3860,20985,720
2021/01/05 06:00:00+00,Interlake-Eastern,8,1901,242,1626,33
2021/01/05 06:00:00+00,Northern,50,2234,817,1393,24
2021/01/05 06:00:00+00,Prairie Mountain Health,11,1598,84,1475,39
2021/01/05 06:00:00+00,Southern Health-Santé Sud,12,4387,386,3882,119
2021/01/05 06:00:00+00,Winnipeg,104,15445,2331,12609,505
2021/01/06 06:00:00+00,All,179,25744,3937,21080,727
2021/01/06 06:00:00+00,Interlake-Eastern,11,1912,249,1630,33
2021/01/06 06:00:00+00,Northern,39,2273,849,1400,24
2021/01/06 06:00:00+00,Prairie Mountain Health,17,1615,91,1484,40
2021/01/06 06:00:00+00,Southern Health-Santé Sud,16,4403,386,3897,120
2021/01/06 06:00:00+00,Winnipeg,96,15541,2362,12669,510
2021/01/07 06:00:00+00,All,227,25971,4014,21223,734
2021/01/07 06:00:00+00,Interlake-Eastern,14,1926,254,1639,33
2021/01/07 06:00:00+00,Northern,72,2345,914,1407,24
2021/01/07 06:00:00+00,Prairie Mountain Health,26,1641,104,1497,40
2021/01/07 06:00:00+00,Southern Health-Santé Sud,14,4417,382,3915,120
2021/01/07 06:00:00+00,Winnipeg,101,15642,2360,12765,517
2021/01/08 06:00:00+00,All,199,26170,4098,21332,740
2021/01/08 06:00:00+00,Interlake-Eastern,8,1934,249,1652,33
2021/01/08 06:00:00+00,Northern,47,2392,950,1418,24
2021/01/08 06:00:00+00,Prairie Mountain Health,39,1680,130,1510,40
2021/01/08 06:00:00+00,Southern Health-Santé Sud,17,4434,379,3934,121
2021/01/08 06:00:00+00,Winnipeg,88,15730,2390,12818,522
2021/01/09 06:00:00+00,All,140,26310,4140,21425,745
2021/01/09 06:00:00+00,Interlake-Eastern,8,1942,252,1657,33
2021/01/09 06:00:00+00,Northern,44,2436,979,1433,24
2021/01/09 06:00:00+00,Prairie Mountain Health,9,1689,122,1526,41
2021/01/09 06:00:00+00,Southern Health-Santé Sud,15,4449,383,3945,121
2021/01/09 06:00:00+00,Winnipeg,64,15794,2404,12864,526
2021/01/10 06:00:00+00,All,135,26445,2925,22772,748
2021/01/10 06:00:00+00,Interlake-Eastern,11,1953,238,1682,33
2021/01/10 06:00:00+00,Northern,35,2471,999,1447,25
2021/01/10 06:00:00+00,Prairie Mountain Health,27,1716,115,1560,41
2021/01/10 06:00:00+00,Southern Health-Santé Sud,14,4463,350,3992,121
2021/01/10 06:00:00+00,Winnipeg,48,15842,1223,14091,528
2021/01/11 06:00:00+00,All,103,26548,2784,23010,754
2021/01/11 06:00:00+00,Interlake-Eastern,6,1959,243,1683,33
2021/01/11 06:00:00+00,Northern,9,2480,989,1466,25
2021/01/11 06:00:00+00,Prairie Mountain Health,24,1740,122,1576,42
2021/01/11 06:00:00+00,Southern Health-Santé Sud,8,4471,329,4021,121
2021/01/11 06:00:00+00,Winnipeg,56,15898,1101,14264,533
2021/01/12 06:00:00+00,All,148,26696,2633,23303,760
2021/01/12 06:00:00+00,Interlake-Eastern,6,1965,242,1690,33
2021/01/12 06:00:00+00,Northern,70,2550,1034,1490,26
2021/01/12 06:00:00+00,Prairie Mountain Health,11,1751,123,1584,44
2021/01/12 06:00:00+00,Southern Health-Santé Sud,7,4478,322,4035,121
2021/01/12 06:00:00+00,Winnipeg,54,15952,912,14504,536
2021/01/13 06:00:00+00,All,257,26953,2638,23554,761
2021/01/13 06:00:00+00,Interlake-Eastern,13,1978,243,1702,33
2021/01/13 06:00:00+00,Northern,135,2685,1138,1521,26
2021/01/13 06:00:00+00,Prairie Mountain Health,25,1776,131,1601,44
2021/01/13 06:00:00+00,Southern Health-Santé Sud,11,4489,312,4056,121
2021/01/13 06:00:00+00,Winnipeg,73,16025,814,14674,537
2021/01/14 06:00:00+00,All,189,27142,2709,23668,765
2021/01/14 06:00:00+00,Interlake-Eastern,7,1985,246,1706,33
2021/01/14 06:00:00+00,Northern,87,2772,1194,1551,27
2021/01/14 06:00:00+00,Prairie Mountain Health,16,1792,134,1614,44
2021/01/14 06:00:00+00,Southern Health-Santé Sud,14,4503,320,4061,122
2021/01/14 06:00:00+00,Winnipeg,65,16090,815,14736,539
2021/01/15 06:00:00+00,All,180,27322,2798,23753,771
2021/01/15 06:00:00+00,Interlake-Eastern,10,1995,250,1712,33
2021/01/15 06:00:00+00,Northern,70,2842,1233,1582,27
2021/01/15 06:00:00+00,Prairie Mountain Health,10,1802,139,1619,44
2021/01/15 06:00:00+00,Southern Health-Santé Sud,11,4514,321,4070,123
2021/01/15 06:00:00+00,Winnipeg,79,16169,855,14770,544
2021/01/16 06:00:00+00,All,182,27504,2895,23835,774
2021/01/16 06:00:00+00,Interlake-Eastern,13,2008,260,1715,33
2021/01/16 06:00:00+00,Northern,93,2935,1294,1613,28
2021/01/16 06:00:00+00,Prairie Mountain Health,8,1810,138,1628,44
2021/01/16 06:00:00+00,Southern Health-Santé Sud,9,4523,322,4078,123
2021/01/16 06:00:00+00,Winnipeg,59,16228,881,14801,546
2021/01/17 06:00:00+00,All,121,27625,2923,23922,780
2021/01/17 06:00:00+00,Interlake-Eastern,13,2021,270,1718,33
2021/01/17 06:00:00+00,Northern,44,2979,1306,1645,28
2021/01/17 06:00:00+00,Prairie Mountain Health,7,1817,127,1646,44
2021/01/17 06:00:00+00,Southern Health-Santé Sud,7,4530,326,4080,124
2021/01/17 06:00:00+00,Winnipeg,50,16278,894,14833,551
2021/01/18 06:00:00+00,All,113,27738,2906,24045,787
2021/01/18 06:00:00+00,Interlake-Eastern,12,2033,272,1727,34
2021/01/18 06:00:00+00,Northern,36,3015,1295,1692,28
2021/01/18 06:00:00+00,Prairie Mountain Health,9,1826,116,1664,46
2021/01/18 06:00:00+00,Southern Health-Santé Sud,6,4536,316,4094,126
2021/01/18 06:00:00+00,Winnipeg,50,16328,907,14868,553
2021/01/19 06:00:00+00,All,161,27899,2984,24122,793
2021/01/19 06:00:00+00,Interlake-Eastern,19,2052,285,1733,34
2021/01/19 06:00:00+00,Northern,80,3095,1334,1733,28
2021/01/19 06:00:00+00,Prairie Mountain Health,6,1832,118,1668,46
2021/01/19 06:00:00+00,Southern Health-Santé Sud,9,4545,319,4098,128
2021/01/19 06:00:00+00,Winnipeg,47,16375,928,14890,557
2021/01/20 06:00:00+00,All,214,28113,3081,24238,794
2021/01/20 06:00:00+00,Interlake-Eastern,9,2061,292,1735,34
2021/01/20 06:00:00+00,Northern,119,3214,1405,1781,28
2021/01/20 06:00:00+00,Prairie Mountain Health,19,1851,126,1678,47
2021/01/20 06:00:00+00,Southern Health-Santé Sud,13,4558,324,4106,128
2021/01/20 06:00:00+00,Winnipeg,54,16429,934,14938,557
2021/01/21 06:00:00+00,All,183,28296,3151,24347,798
2021/01/21 06:00:00+00,Interlake-Eastern,32,2093,309,1750,34
2021/01/21 06:00:00+00,Northern,65,3279,1417,1834,28
2021/01/21 06:00:00+00,Prairie Mountain Health,16,1867,137,1683,47
2021/01/21 06:00:00+00,Southern Health-Santé Sud,9,4567,327,4111,129
2021/01/21 06:00:00+00,Winnipeg,61,16490,961,14969,560
2021/01/22 06:00:00+00,All,212,28508,3260,24446,802
2021/01/22 06:00:00+00,Interlake-Eastern,22,2115,324,1757,34
2021/01/22 06:00:00+00,Northern,123,3402,1504,1870,28
2021/01/22 06:00:00+00,Prairie Mountain Health,13,1880,125,1706,49
2021/01/22 06:00:00+00,Southern Health-Santé Sud,11,4578,332,4117,129
2021/01/22 06:00:00+00,Winnipeg,43,16533,975,14996,562
2021/01/23 06:00:00+00,All,224,28732,3391,24537,804
2021/01/23 06:00:00+00,Interlake-Eastern,18,2133,332,1767,34
2021/01/23 06:00:00+00,Northern,118,3520,1591,1901,28
2021/01/23 06:00:00+00,Prairie Mountain Health,25,1905,142,1714,49
2021/01/23 06:00:00+00,Southern Health-Santé Sud,3,4581,327,4125,129
2021/01/23 06:00:00+00,Winnipeg,60,16593,999,15030,564
2021/01/24 06:00:00+00,All,131,28863,3435,24618,810
2021/01/24 06:00:00+00,Interlake-Eastern,10,2143,342,1767,34
2021/01/24 06:00:00+00,Northern,69,3589,1619,1942,28
2021/01/24 06:00:00+00,Prairie Mountain Health,6,1911,142,1717,52
2021/01/24 06:00:00+00,Southern Health-Santé Sud,5,4586,328,4129,129
2021/01/24 06:00:00+00,Winnipeg,41,16634,1004,15063,567
2021/01/25 06:00:00+00,All,64,28927,3373,24739,815
2021/01/25 06:00:00+00,Interlake-Eastern,0,2143,334,1775,34
2021/01/25 06:00:00+00,Northern,11,3600,1584,1988,28
2021/01/25 06:00:00+00,Prairie Mountain Health,14,1925,142,1731,52
2021/01/25 06:00:00+00,Southern Health-Santé Sud,2,4588,322,4136,130
2021/01/25 06:00:00+00,Winnipeg,37,16671,991,15109,571
2021/01/26 06:00:00+00,All,88,29015,3351,24843,821
2021/01/26 06:00:00+00,Interlake-Eastern,3,2146,332,1780,34
2021/01/26 06:00:00+00,Northern,40,3640,1590,2022,28
2021/01/26 06:00:00+00,Prairie Mountain Health,5,1930,132,1746,52
2021/01/26 06:00:00+00,Southern Health-Santé Sud,3,4591,318,4141,132
2021/01/26 06:00:00+00,Winnipeg,37,16708,979,15154,575
2021/01/27 06:00:00+00,All,133,29148,3363,24962,823
2021/01/27 06:00:00+00,Interlake-Eastern,17,2163,337,1792,34
2021/01/27 06:00:00+00,Northern,63,3703,1610,2065,28
2021/01/27 06:00:00+00,Prairie Mountain Health,17,1947,142,1753,52
2021/01/27 06:00:00+00,Southern Health-Santé Sud,10,4601,325,4144,132
2021/01/27 06:00:00+00,Winnipeg,26,16734,949,15208,577
2021/01/28 06:00:00+00,All,167,29315,3427,25062,826
2021/01/28 06:00:00+00,Interlake-Eastern,21,2184,351,1799,34
2021/01/28 06:00:00+00,Northern,80,3783,1640,2115,28
2021/01/28 06:00:00+00,Prairie Mountain Health,27,1974,156,1766,52
2021/01/28 06:00:00+00,Southern Health-Santé Sud,11,4612,333,4147,132
2021/01/28 06:00:00+00,Winnipeg,28,16762,947,15235,580
2021/01/29 06:00:00+00,All,161,29476,3446,25202,828
2021/01/29 06:00:00+00,Interlake-Eastern,28,2212,371,1807,34
2021/01/29 06:00:00+00,Northern,67,3850,1646,2175,29
2021/01/29 06:00:00+00,Prairie Mountain Health,11,1985,153,1780,52
2021/01/29 06:00:00+00,Southern Health-Santé Sud,8,4620,316,4171,133
2021/01/29 06:00:00+00,Winnipeg,47,16809,960,15269,580
2021/01/30 06:00:00+00,All,104,29580,3412,25335,833
2021/01/30 06:00:00+00,Interlake-Eastern,23,2235,380,1820,35
2021/01/30 06:00:00+00,Northern,46,3896,1639,2227,30
2021/01/30 06:00:00+00,Prairie Mountain Health,2,1987,146,1789,52
2021/01/30 06:00:00+00,Southern Health-Santé Sud,6,4626,312,4179,135
2021/01/30 06:00:00+00,Winnipeg,27,16836,935,15320,581
2021/01/31 06:00:00+00,All,89,29669,3384,25449,836
2021/01/31 06:00:00+00,Interlake-Eastern,25,2260,403,1822,35
2021/01/31 06:00:00+00,Northern,39,3935,1646,2259,30
2021/01/31 06:00:00+00,Prairie Mountain Health,3,1990,137,1801,52
2021/01/31 06:00:00+00,Southern Health-Santé Sud,4,4630,311,4182,137
2021/01/31 06:00:00+00,Winnipeg,18,16854,887,15385,582
2021/02/01 06:00:00+00,All,100,29769,3346,25585,838
2021/02/01 06:00:00+00,Interlake-Eastern,30,2290,429,1826,35
2021/02/01 06:00:00+00,Northern,43,3978,1633,2315,30
2021/02/01 06:00:00+00,Prairie Mountain Health,5,1995,133,1810,52
2021/02/01 06:00:00+00,Southern Health-Santé Sud,2,4632,303,4192,137
2021/02/01 06:00:00+00,Winnipeg,20,16874,848,15442,584
2021/02/02 06:00:00+00,All,113,29882,3358,25684,840
2021/02/02 06:00:00+00,Interlake-Eastern,11,2301,438,1828,35
2021/02/02 06:00:00+00,Northern,56,4034,1647,2357,30
2021/02/02 06:00:00+00,Prairie Mountain Health,9,2004,132,1820,52
2021/02/02 06:00:00+00,Southern Health-Santé Sud,7,4639,305,4197,137
2021/02/02 06:00:00+00,Winnipeg,30,16904,836,15482,586
2021/02/03 06:00:00+00,All,96,29978,3330,25807,841
2021/02/03 06:00:00+00,Interlake-Eastern,16,2317,451,1831,35
2021/02/03 06:00:00+00,Northern,42,4076,1644,2402,30
2021/02/03 06:00:00+00,Prairie Mountain Health,4,2008,126,1830,52
2021/02/03 06:00:00+00,Southern Health-Santé Sud,4,4643,305,4201,137
2021/02/03 06:00:00+00,Winnipeg,30,16934,804,15543,587
2021/02/04 06:00:00+00,All,101,30079,3332,25899,848
2021/02/04 06:00:00+00,Interlake-Eastern,13,2330,458,1837,35
2021/02/04 06:00:00+00,Northern,34,4110,1643,2436,31
2021/02/04 06:00:00+00,Prairie Mountain Health,8,2016,128,1836,52
2021/02/04 06:00:00+00,Southern Health-Santé Sud,13,4656,309,4209,138
2021/02/04 06:00:00+00,Winnipeg,33,16967,794,15581,592
2021/02/05 06:00:00+00,All,86,30165,3240,26074,851
2021/02/05 06:00:00+00,Interlake-Eastern,5,2335,457,1843,35
2021/02/05 06:00:00+00,Northern,28,4138,1629,2477,32
2021/02/05 06:00:00+00,Prairie Mountain Health,9,2025,125,1847,53
2021/02/05 06:00:00+00,Southern Health-Santé Sud,5,4661,308,4215,138
2021/02/05 06:00:00+00,Winnipeg,39,17006,721,15692,593
2021/02/06 06:00:00+00,All,78,30243,3210,26180,853
2021/02/06 06:00:00+00,Interlake-Eastern,4,2339,445,1859,35
2021/02/06 06:00:00+00,Northern,28,4166,1627,2507,32
2021/02/06 06:00:00+00,Prairie Mountain Health,8,2033,118,1862,53
2021/02/06 06:00:00+00,Southern Health-Santé Sud,8,4669,311,4220,138
2021/02/06 06:00:00+00,Winnipeg,30,17036,709,15732,595
2021/02/07 06:00:00+00,All,50,30293,1657,27780,856
2021/02/07 06:00:00+00,Interlake-Eastern,3,2342,216,2091,35
2021/02/07 06:00:00+00,Northern,10,4176,584,3559,33
2021/02/07 06:00:00+00,Prairie Mountain Health,1,2034,62,1919,53
2021/02/07 06:00:00+00,Southern Health-Santé Sud,5,4674,191,4344,139
2021/02/07 06:00:00+00,Winnipeg,31,17067,604,15867,596
2021/02/08 06:00:00+00,All,73,30366,1633,27872,861
2021/02/08 06:00:00+00,Interlake-Eastern,2,2344,212,2097,35
2021/02/08 06:00:00+00,Northern,14,4190,563,3594,33
2021/02/08 06:00:00+00,Prairie Mountain Health,0,2034,57,1924,53
2021/02/08 06:00:00+00,Southern Health-Santé Sud,6,4680,188,4352,140
2021/02/08 06:00:00+00,Winnipeg,51,17118,613,15905,600
2021/02/09 06:00:00+00,All,52,30418,1612,27943,863
2021/02/09 06:00:00+00,Interlake-Eastern,0,2344,209,2100,35
2021/02/09 06:00:00+00,Northern,30,4220,567,3620,33
2021/02/09 06:00:00+00,Prairie Mountain Health,2,2036,53,1930,53
2021/02/09 06:00:00+00,Southern Health-Santé Sud,3,4683,185,4358,140
2021/02/09 06:00:00+00,Winnipeg,17,17135,598,15935,602
2021/02/10 06:00:00+00,All,86,30504,1620,28017,867
2021/02/10 06:00:00+00,Interlake-Eastern,12,2356,215,2106,35
2021/02/10 06:00:00+00,Northern,39,4259,579,3647,33
2021/02/10 06:00:00+00,Prairie Mountain Health,8,2044,54,1937,53
2021/02/10 06:00:00+00,Southern Health-Santé Sud,4,4687,186,4361,140
2021/02/10 06:00:00+00,Winnipeg,23,17158,586,15966,606
2021/02/11 06:00:00+00,All,83,30587,1642,28076,869
2021/02/11 06:00:00+00,Interlake-Eastern,5,2361,216,2110,35
2021/02/11 06:00:00+00,Northern,26,4285,575,3677,33
2021/02/11 06:00:00+00,Prairie Mountain Health,2,2046,53,1940,53
2021/02/11 06:00:00+00,Southern Health-Santé Sud,26,4713,209,4364,140
2021/02/11 06:00:00+00,Winnipeg,24,17182,589,15985,608
2021/02/12 06:00:00+00,All,97,30684,1672,28139,873
2021/02/12 06:00:00+00,Interlake-Eastern,3,2364,215,2114,35
2021/02/12 06:00:00+00,Northern,37,4322,582,3707,33
2021/02/12 06:00:00+00,Prairie Mountain Health,3,2049,53,1943,53
2021/02/12 06:00:00+00,Southern Health-Santé Sud,11,4724,214,4370,140
2021/02/12 06:00:00+00,Winnipeg,43,17225,608,16005,612
2021/02/13 06:00:00+00,All,79,30763,1657,28230,876
2021/02/13 06:00:00+00,Interlake-Eastern,2,2366,210,2121,35
2021/02/13 06:00:00+00,Northern,42,4364,594,3737,33
2021/02/13 06:00:00+00,Prairie Mountain Health,1,2050,54,1943,53
2021/02/13 06:00:00+00,Southern Health-Santé Sud,5,4729,209,4380,140
2021/02/13 06:00:00+00,Winnipeg,29,17254,590,16049,615
2021/02/14 06:00:00+00,All,78,30841,1658,28306,877
2021/02/14 06:00:00+00,Interlake-Eastern,7,2373,217,2121,35
2021/02/14 06:00:00+00,Northern,43,4407,610,3764,33
2021/02/14 06:00:00+00,Prairie Mountain Health,1,2051,50,1948,53
2021/02/14 06:00:00+00,Southern Health-Santé Sud,4,4733,209,4384,140
2021/02/14 06:00:00+00,Winnipeg,23,17277,572,16089,616
2021/02/15 06:00:00+00,All,116,30957,1698,28380,879
2021/02/15 06:00:00+00,Interlake-Eastern,3,2376,218,2123,35
2021/02/15 06:00:00+00,Northern,66,4473,651,3789,33
2021/02/15 06:00:00+00,Prairie Mountain Health,1,2052,50,1949,53
2021/02/15 06:00:00+00,Southern Health-Santé Sud,3,4736,205,4391,140
2021/02/15 06:00:00+00,Winnipeg,43,17320,574,16128,618
2021/02/16 06:00:00+00,All,78,31035,1638,28517,880
2021/02/16 06:00:00+00,Interlake-Eastern,5,2381,223,2123,35
2021/02/16 06:00:00+00,Northern,49,4522,675,3814,33
2021/02/16 06:00:00+00,Prairie Mountain Health,2,2054,49,1952,53
2021/02/16 06:00:00+00,Southern Health-Santé Sud,2,4738,196,4402,140
2021/02/16 06:00:00+00,Winnipeg,20,17340,495,16226,619
2021/02/17 06:00:00+00,All,110,31145,1270,28992,883
2021/02/17 06:00:00+00,Interlake-Eastern,4,2385,146,2204,35
2021/02/17 06:00:00+00,Northern,52,4574,415,4126,33
2021/02/17 06:00:00+00,Prairie Mountain Health,2,2056,30,1973,53
2021/02/17 06:00:00+00,Southern Health-Santé Sud,3,4741,190,4410,141
2021/02/17 06:00:00+00,Winnipeg,49,17389,489,16279,621
2021/02/18 06:00:00+00,All,93,31238,1287,29066,885
2021/02/18 06:00:00+00,Interlake-Eastern,2,2387,146,2206,35
2021/02/18 06:00:00+00,Northern,50,4624,441,4150,33
2021/02/18 06:00:00+00,Prairie Mountain Health,2,2058,30,1975,53
2021/02/18 06:00:00+00,Southern Health-Santé Sud,2,4743,189,4413,141
2021/02/18 06:00:00+00,Winnipeg,37,17426,481,16322,623
2021/02/19 06:00:00+00,All,91,31329,1321,29122,886
2021/02/19 06:00:00+00,Interlake-Eastern,1,2388,145,2208,35
2021/02/19 06:00:00+00,Northern,59,4683,474,4176,33
2021/02/19 06:00:00+00,Prairie Mountain Health,0,2058,28,1977,53
2021/02/19 06:00:00+00,Southern Health-Santé Sud,2,4745,184,4420,141
2021/02/19 06:00:00+00,Winnipeg,29,17455,490,16341,624
2021/02/20 06:00:00+00,All,54,31383,1291,29205,887
2021/02/20 06:00:00+00,Interlake-Eastern,3,2391,148,2208,35
2021/02/20 06:00:00+00,Northern,21,4704,475,4196,33
